original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
see,,hand,,,,,,,,,,
another,,.,,,,EOS,,p,w_p_pre,,,
door,,He,,,,BOS,,,,,,
.,,rammed,,,,,,,,,,
“,,it,,,,,,,,,,
How,,into,,,,,,,,,,
?”,,the,,,,,,,,,,
said,,lock,,,,,,,,,,
Hennione,,and,,,,,,,,,,
nervously,,turned,,,,,,,,,,
.,,-,,,,,,p,w_p_pre,,,
“,,it,,,,,,,,,,
I,,worked,,,,,,,,,,
think,,.,,,,EOS,,p,w_p_pre,,,
",”",,The,,,,BOS,,,,,,
said,,moment,,,,,,,,,,
Ron,,the,,,,,,,,,,
",",,lock,,,,,,,,,,
“,,had,,,,,,,,,,
we,,clicked,,,,,,,,,,
’,,open,,,,,,,,,,
re,,",",,,,,,p,w_p_pre,,,
going,,the,,,,,,,,,,
to,,key,,,,,,,,,,
have,,took,,,,,,,,,,
to,,flight,,,,,,,,,,
be,,again,,,,,,,,,,
chessmen,,",",,,,,,p,w_p_pre,,,
.”,,looking,,,,,,,,,,
He,,very,,,,,,,,,,
walked,,battered,,,,,,,,,,
up,,now,,,,,,,,,,
to,,that,,,,,,,,,,
a,,it,,,,,,,,,,
black,,had,,,,,,,,,,
knight,,been,,,,,,,,,,
and,,caught,,,,,,,,,,
put,,twice,,,,,,,,,,
his,,.,,,,EOS,,p,w_p_pre,,,
hand,,“,,,,BOS,,p,w_p_fol,,,
out,,Ready,,,,,,,,,,
to,,?,,,?”,,,p,w_p_pre,,,
touch,,”,,add,,,,p,w_p_pre,,,
the,,Harry,,,,,,,,,,
knight,,asked,,,,,,,,,,
’,,the,,,,,,,,,,
s,,other,,,,,,,,,,
horse,,two,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
At,,his,,,,,,,,,,
once,,hand,,,,,,,,,,
",",,on,,,,,,,,,,
the,,the,,,,,,,,,,
stone,,door,,,,,,,,,,
sprang,,handle,,,,,,,,,,
to,,.,,,,EOS,,p,w_p_pre,,,
life,,They,,,,BOS,,,,,,
.,,nodded,,,,,,,,,,
The,,.,,,,EOS,,p,w_p_pre,,,
horse,,He,,,,BOS,,,,,,
pawed,,pulled,,,,,,,,,,
the,,the,,,,,,,,,,
ground,,door,,,,,,,,,,
and,,open,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
knight,,The,,,,BOS,,,,,,
turned,,next,,,,,,,,,,
his,,chamber,,,,,,,,,,
helmeted,,was,,,,,,,,,,
head,,so,,,,,,,,,,
to,,dark,,,,,,,,,,
look,,they,,,,,,,,,,
down,,couldn’t,,,couldn,,,,,,,
at,,,’,,,,,,,,,
Ron,,,t,,,,,,,,,
.,,see,,,,,,,,,,
“,,anything,,,,,,,,,,
Do,,at,,,,,,,,,,
we,,all,,,,,,,,,,
—,,.,,,,EOS,,p,w_p_pre,,,
er,,But,,,,BOS,,,,,,
—,,as,,,,,,,,,,
have,,they,,,,,,,,,,
to,,stepped,,,,,,,,,,
join,,into,,,,,,,,,,
you,,it,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
get,,light,,,,,,,,,,
across,,suddenly,,,,,,,,,,
?”,,flooded,,,,,,,,,,
The,,the,,,,,,,,,,
black,,room,,,,,,,,,,
knight,,to,,,,,,,,,,
nodded,,reveal,,,,,,,,,,
.,,an,,,,,,,,,,
Ron,,astonishing,,,,,,,,,,
turned,,sight,,,,,,,,,,
to,,.,,,,EOS,,p,w_p_pre,,,
the,,They,,,,BOS,,,,,,
other,,were,,,,,,,,,,
two,,standing,,,,,,,,,,
.,,on,,,,,,,,,,
“,,the,,,,,,,,,,
This,,edge,,,,,,,,,,
needs,,of,,,,,,,,,,
thinking,,a,,,,,,,,,,
about,,huge,,,,,,,,,,
.,,chessboard,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
.”,,behind,,,,,,,,,,
he,,the,,,,,,,,,,
said,,black,,,,,,,,,,
.,,chessmen,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
I,,which,,,,,,,,,,
suppose,,were,,,,,,,,,,
we,,all,,,,,,,,,,
’,,taller,,,,,,,,,,
ve,,than,,,,,,,,,,
got,,they,,,,,,,,,,
to,,were,,,,,,,,,,
take,,and,,,,,,,,,,
the,,carved,,,,,,,,,,
place,,from,,,,,,,,,,
of,,what,,,,,,,,,,
three,,looked,,,,,,,,,,
of,,like,,,,,,,,,,
the,,black,,,,,,,,,,
black,,stone,,,,,,,,,,
pieces,,.,,,,EOS,,p,w_p_pre,,,
...”,,Facing,,,,BOS,,,,,,
Harry,,them,,,,,,,,,,
and,,",",,,,,,p,w_p_pre,,,
Hennione,,way,,,,,,,,,,
stayed,,across,,,,,,,,,,
quiet,,the,,,,,,,,,,
",",,chamber,,,,,,,,,,
watching,,",",,,,,,p,w_p_pre,,,
Ron,,were,,,,,,,,,,
think,,the,,,,,,,,,,
.,,white,,,,,,,,,,
Finally,,pieces,,,,,,,,,,
he,,.,,,,EOS,,p,w_p_pre,,,
said,,Harry,,,,BOS,,,,,,
",",,",",,,,,,p,w_p_pre,,,
“,,Ron,,,,,,,,,,
Now,,and,,,,,,,,,,
",",,Hermione,,,Hennione,,,,,,,
don,,shivered,,,,,,,,,,
’,,slightly,,,,,,,,,,
t,,-,,,,,,p,w_p_pre,,,
be,,the,,,,,,,,,,
offended,,towering,,,,,,,,,,
or,,white,,,,,,,,,,
anything,,chessmen,,,,,,,,,,
",",,had,,,,,,,,,,
but,,no,,,,,,,,,,
neither,,faces,,,,,,,,,,
of,,.,,,,EOS,EOP,p,w_p_pre,,,
you,,“,,,,BOS,BOP,p,w_p_fol,,,
are,,Now,,,,,,,,,,
that,,what,,,,,,,,,,
good,,do,,,,,,,,,,
at,,we,,,,,,,,,,
chess,,do,,,,,,,,,,
—,,?,,,?”,,,p,w_p_pre,,,
”,,”,,add,,,,p,w_p_pre,,,
“,,Harry,,,,,,,,,,
We,,whispered,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
re,,“,,,,BOS,,p,w_p_fol,,,
not,,It’s,,,It,,,,,,,
offended,,,’,,,,,,,,,
",”",,,s,,,,,,,,,
said,,obvious,,,,,,,,,,
Harry,,",",,,,,,p,w_p_pre,,,
quickly,,isn’t,,,isn,,,,,,,
.,,,’,,,,,,,,,
“,,,t,,,,,,,,,
Just,,it,,,,,,,,,,
tell,,?,,,?”,,,p,w_p_pre,,,
us,,”,,add,,,,p,w_p_pre,,,
what,,said,,,,,,,,,,
to,,Ron,,,,,,,,,,
do,,.,,,,EOS,,p,w_p_pre,,,
.”,,“,,,,BOS,,p,w_p_fol,,,
“,,We’ve,,,We,,,,,,,
Well,,,’,,,,,,,,,
",",,,ve,,,,,,,,,
Harry,,got,,,,,,,,,,
",",,to,,,,,,,,,,
you,,play,,,,,,,,,,
take,,our,,,,,,,,,,
the,,way,,,,,,,,,,
place,,across,,,,,,,,,,
of,,the,,,,,,,,,,
that,,room,,,,,,,,,,
bishop,,.,,,.”,,,p,w_p_pre,,,
",",,”,,add,,EOS,,p,w_p_pre,,,
and,,Behind,,,,BOS,,,,,,
Hennione,,the,,,,,,,,,,
",",,white,,,,,,,,,,
you,,pieces,,,,,,,,,,
go,,they,,,,,,,,,,
there,,could,,,,,,,,,,
instead,,see,,,,,,,,,,
of,,another,,,,,,,,,,
that,,door,,,,,,,,,,
castle,,.,,,,EOS,,p,w_p_pre,,,
.”,,“,,,,BOS,,p,w_p_fol,,,
“,,How,,,,,,,,,,
What,,?,,,?”,,,p,w_p_pre,,,
about,,”,,add,,,,p,w_p_pre,,,
you,,said,,,,,,,,,,
?”,,Hermione,,,Hennione,,,,,,,
“,,nervously,,,,,,,,,,
I,,.,,,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
m,,I,,,,,,,,,,
going,,think,,,,,,,,,,
to,,",",,,",”",,,p,w_p_pre,,,
be,,”,,add,,,,p,w_p_pre,,,
a,,said,,,,,,,,,,
knight,,Ron,,,,,,,,,,
",”",,",",,,,,,p,w_p_pre,,,
said,,“,,,,,,p,w_p_fol,,,
Ron,,we’re,,,we,,,,,,,
.,,,’,,,,,,,,,
The,,,re,,,,,,,,,
chessmen,,going,,,,,,,,,,
seemed,,to,,,,,,,,,,
to,,have,,,,,,,,,,
have,,to,,,,,,,,,,
been,,be,,,,,,,,,,
listening,,chessmen,,,,,,,,,,
",",,.,,,.”,,,p,w_p_pre,,,
because,,”,,add,,EOS,,p,w_p_pre,,,
at,,He,,,,BOS,,,,,,
these,,walked,,,,,,,,,,
words,,up,,,,,,,,,,
a,,to,,,,,,,,,,
knight,,a,,,,,,,,,,
",",,black,,,,,,,,,,
a,,knight,,,,,,,,,,
bishop,,and,,,,,,,,,,
",",,put,,,,,,,,,,
and,,his,,,,,,,,,,
a,,hand,,,,,,,,,,
castle,,out,,,,,,,,,,
turned,,to,,,,,,,,,,
their,,touch,,,,,,,,,,
backs,,the,,,,,,,,,,
on,,knight’s,,,knight,,,,,,,
the,,,’,,,,,,,,,
white,,,s,,,,,,,,,
pieces,,horse,,,,,,,,,,
and,,.,,,,EOS,,p,w_p_pre,,,
walked,,At,,,,BOS,,,,,,
off,,once,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
board,,the,,,,,,,,,,
",",,stone,,,,,,,,,,
leaving,,sprang,,,,,,,,,,
three,,to,,,,,,,,,,
empty,,life,,,,,,,,,,
squares,,.,,,,EOS,,p,w_p_pre,,,
that,,The,,,,BOS,,,,,,
Harry,,horse,,,,,,,,,,
",",,pawed,,,,,,,,,,
Ron,,the,,,,,,,,,,
",",,ground,,,,,,,,,,
and,,and,,,,,,,,,,
Hennione,,the,,,,,,,,,,
took,,knight,,,,,,,,,,
.,,turned,,,,,,,,,,
“,,his,,,,,,,,,,
White,,helmeted,,,,,,,,,,
always,,head,,,,,,,,,,
plays,,to,,,,,,,,,,
first,,look,,,,,,,,,,
in,,down,,,,,,,,,,
chess,,at,,,,,,,,,,
",”",,Ron,,,,,,,,,,
said,,.,,,,EOS,EOP,p,w_p_pre,,,
Ron,,“,,,,BOS,BOP,p,w_p_fol,,,
",",,Do,,,,,,,,,,
peering,,we,,,,,,,,,,
across,,—,,,,,,p,w_p_pre,,,
the,,er,,,,,,,,,,
board,,—,,,,,,p,w_p_pre,,,
.,,have,,,,,,,,,,
“,,to,,,,,,,,,,
Yes,,join,,,,,,,,,,
...,,you,,,,,,,,,,
look,,to,,,,,,,,,,
...”,,get,,,,,,,,,,
A,,across,,,,,,,,,,
white,,?,,,?”,,,p,w_p_pre,,,
pawn,,”,,add,,EOS,,p,w_p_pre,,,
had,,The,,,,BOS,,,,,,
moved,,black,,,,,,,,,,
forward,,knight,,,,,,,,,,
two,,nodded,,,,,,,,,,
squares,,.,,,,EOS,,p,w_p_pre,,,
.,,Ron,,,,BOS,,,,,,
Ron,,turned,,,,,,,,,,
started,,to,,,,,,,,,,
to,,the,,,,,,,,,,
direct,,other,,,,,,,,,,
the,,two,,,,,,,,,,
black,,.,,,,EOS,,p,w_p_pre,,,
pieces,,“,,,,BOS,,p,w_p_fol,,,
.,,This,,,,,,,,,,
They,,needs,,,,,,,,,,
moved,,thinking,,,,,,,,,,
silently,,about,,,,,,,,,,
wherever,,.,,,,,,p,w_p_pre,,,
he,,.,,,,,,p,w_p_pre,,,
sent,,.,,,.”,,,p,w_p_pre,,,
them,,”,,add,,,,p,w_p_pre,,,
.,,he,,,,,,,,,,
Harry,,said,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,“,,,,BOS,,p,w_p_fol,,,
knees,,I,,,,,,,,,,
were,,suppose,,,,,,,,,,
trembling,,we’ve,,,we,,,,,,,
.,,,’,,,,,,,,,
What,,,ve,,,,,,,,,
if,,got,,,,,,,,,,
they,,to,,,,,,,,,,
lost,,take,,,,,,,,,,
?,,the,,,,,,,,,,
“,,place,,,,,,,,,,
Harry,,of,,,,,,,,,,
—,,three,,,,,,,,,,
move,,of,,,,,,,,,,
diagonally,,the,,,,,,,,,,
four,,black,,,,,,,,,,
squares,,pieces,,,,,,,,,,
to,,.,,add,,,,p,w_p_pre,,,
the,,.,,add,,,,p,w_p_pre,,,
right,,.,,add,,,,p,w_p_pre,,,
.”,,”,,,...”,EOS,,p,w_p_pre,,,
Their,,Harry,,,,BOS,,,,,,
first,,and,,,,,,,,,,
real,,Hermione,,,Hennione,,,,,,,
shock,,stayed,,,,,,,,,,
came,,quiet,,,,,,,,,,
when,,",",,,,,,p,w_p_pre,,,
their,,watching,,,,,,,,,,
other,,Ron,,,,,,,,,,
knight,,think,,,,,,,,,,
was,,.,,,,EOS,,p,w_p_pre,,,
taken,,Finally,,,,BOS,,,,,,
.,,he,,,,,,,,,,
The,,said,,,,,,,,,,
white,,",",,,,,,p,w_p_pre,,,
queen,,“,,,,,,p,w_p_fol,,,
smashed,,Now,,,,,,,,,,
him,,",",,,,,,p,w_p_pre,,,
to,,don’t,,,don,,,,,,,
the,,,’,,,,,,,,,
floor,,,t,,,,,,,,,
and,,be,,,,,,,,,,
dragged,,offended,,,,,,,,,,
him,,or,,,,,,,,,,
off,,anything,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
board,,but,,,,,,,,,,
",",,neither,,,,,,,,,,
where,,of,,,,,,,,,,
he,,you,,,,,,,,,,
lay,,are,,,,,,,,,,
quite,,that,,,,,,,,,,
still,,good,,,,,,,,,,
",",,at,,,,,,,,,,
facedown,,chess,,,,,,,,,,
.,,—,,,,,,p,w_p_pre,,,
“,,”,,,,EOS,,p,w_p_pre,,,
Had,,“,,,,BOS,,p,w_p_fol,,,
to,,We’re,,,,,,,,,,
let,,,’,,,,,,,,,
that,,,re,,,,,,,,,
happen,,not,,,,,,,,,,
",”",,offended,,,,,,,,,,
said,,",",,,",”",,,p,w_p_pre,,,
Ron,,”,,add,,,,p,w_p_pre,,,
",",,said,,,,,,,,,,
looking,,Harry,,,,,,,,,,
shaken,,quickly,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
“,,“,,,,BOS,,p,w_p_fol,,,
Leaves,,Just,,,,,,,,,,
you,,tell,,,,,,,,,,
free,,us,,,,,,,,,,
to,,what,,,,,,,,,,
take,,to,,,,,,,,,,
that,,do,,,,,,,,,,
bishop,,.,,,.”,,,p,w_p_pre,,,
",",,”,,add,,EOS,,p,w_p_pre,,,
Hennione,,“,,,,BOS,,p,w_p_fol,,,
",",,Well,,,,,,,,,,
go,,",",,,,,,p,w_p_pre,,,
on,,Harry,,,,,,,,,,
.”,,",",,,,,,p,w_p_pre,,,
Every,,you,,,,,,,,,,
time,,take,,,,,,,,,,
one,,the,,,,,,,,,,
of,,place,,,,,,,,,,
their,,of,,,,,,,,,,
men,,that,,,,,,,,,,
was,,bishop,,,,,,,,,,
lost,,",",,,,,,p,w_p_pre,,,
",",,and,,,,,,,,,,
the,,Hermione,,,Hennione,,,,,,,
white,,",",,,,,,p,w_p_pre,,,
pieces,,you,,,,,,,,,,
showed,,go,,,,,,,,,,
no,,there,,,,,,,,,,
mercy,,instead,,,,,,,,,,
.,,of,,,,,,,,,,
Soon,,that,,,,,,,,,,
there,,castle,,,,,,,,,,
was,,.,,,.”,,,p,w_p_pre,,,
a,,”,,add,,EOS,,p,w_p_pre,,,
huddle,,“,,,,BOS,,p,w_p_fol,,,
of,,What,,,,,,,,,,
limp,,about,,,,,,,,,,
black,,you,,,,,,,,,,
players,,?,,,?”,,,p,w_p_pre,,,
slumped,,”,,add,,EOS,,p,w_p_pre,,,
along,,“,,,,BOS,,p,w_p_fol,,,
the,,I’m,,,I,,,,,,,
wall,,,’,,,,,,,,,
.,,,m,,,,,,,,,
Twice,,going,,,,,,,,,,
",",,to,,,,,,,,,,
Ron,,be,,,,,,,,,,
only,,a,,,,,,,,,,
just,,knight,,,,,,,,,,
noticed,,",",,,",”",,,p,w_p_pre,,,
in,,”,,add,,,,p,w_p_pre,,,
time,,said,,,,,,,,,,
that,,Ron,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
and,,The,,,,BOS,,,,,,
Hennione,,chessmen,,,,,,,,,,
were,,seemed,,,,,,,,,,
in,,to,,,,,,,,,,
danger,,have,,,,,,,,,,
.,,been,,,,,,,,,,
He,,listening,,,,,,,,,,
himself,,",",,,,,,p,w_p_pre,,,
darted,,because,,,,,,,,,,
around,,at,,,,,,,,,,
the,,these,,,,,,,,,,
board,,words,,,,,,,,,,
",",,a,,,,,,,,,,
taking,,knight,,,,,,,,,,
almost,,",",,,,,,p,w_p_pre,,,
as,,a,,,,,,,,,,
many,,bishop,,,,,,,,,,
white,,",",,,,,,p,w_p_pre,,,
pieces,,and,,,,,,,,,,
as,,a,,,,,,,,,,
they,,castle,,,,,,,,,,
had,,turned,,,,,,,,,,
lost,,their,,,,,,,,,,
black,,backs,,,,,,,,,,
ones,,on,,,,,,,,,,
.,,the,,,,,,,,,,
“,,white,,,,,,,,,,
We,,pieces,,,,,,,,,,
’,,and,,,,,,,,,,
re,,walked,,,,,,,,,,
nearly,,off,,,,,,,,,,
there,,the,,,,,,,,,,
",”",,board,,,,,,,,,,
he,,",",,,,,,p,w_p_pre,,,
muttered,,leaving,,,,,,,,,,
suddenly,,three,,,,,,,,,,
.,,empty,,,,,,,,,,
“,,squares,,,,,,,,,,
Let,,that,,,,,,,,,,
me,,Harry,,,,,,,,,,
think,,",",,,,,,p,w_p_pre,,,
—,,Ron,,,,,,,,,,
let,,",",,,,,,p,w_p_pre,,,
me,,and,,,,,,,,,,
think,,Hermione,,,Hennione,,,,,,,
.,,took,,,,,,,,,,
.,,.,,,,EOS,EOP,p,w_p_pre,,,
.”,,“,,,,BOS,BOP,p,w_p_fol,,,
The,,White,,,,,,,,,,
white,,always,,,,,,,,,,
queen,,plays,,,,,,,,,,
turned,,first,,,,,,,,,,
her,,in,,,,,,,,,,
blank,,chess,,,,,,,,,,
face,,",",,,",”",,,p,w_p_pre,,,
toward,,”,,add,,,,p,w_p_pre,,,
him,,said,,,,,,,,,,
.,,Ron,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Yes,,peering,,,,,,,,,,
.,,across,,,,,,,,,,
.,,the,,,,,,,,,,
.”,,board,,,,,,,,,,
said,,.,,,,EOS,,p,w_p_pre,,,
Ron,,“,,,,BOS,,p,w_p_fol,,,
softly,,Yes,,,,,,,,,,
",",,.,,add,,,,p,w_p_pre,,,
“,,.,,add,,,,p,w_p_pre,,,
It,,.,,,...,,,p,w_p_pre,,,
’,,look,,,,,,,,,,
s,,.,,add,,,,p,w_p_pre,,,
the,,.,,add,,,,p,w_p_pre,,,
only,,.,,add,,,,p,w_p_pre,,,
way,,”,,,...”,EOS,,p,w_p_pre,,,
.,,A,,,,BOS,,,,,,
.,,white,,,,,,,,,,
.,,pawn,,,,,,,,,,
I,,had,,,,,,,,,,
’,,moved,,,,,,,,,,
ve,,forward,,,,,,,,,,
got,,two,,,,,,,,,,
to,,squares,,,,,,,,,,
be,,.,,,,EOS,,p,w_p_pre,,,
taken,,Ron,,,,BOS,,,,,,
.”,,started,,,,,,,,,,
“,,to,,,,,,,,,,
NO,,direct,,,,,,,,,,
!”,,the,,,,,,,,,,
Hany,,black,,,,,,,,,,
and,,pieces,,,,,,,,,,
Hennione,,.,,,,EOS,,p,w_p_pre,,,
shouted,,They,,,,BOS,,,,,,
.,,moved,,,,,,,,,,
“,,silently,,,,,,,,,,
That,,wherever,,,,,,,,,,
’,,he,,,,,,,,,,
s,,sent,,,,,,,,,,
chess,,them,,,,,,,,,,
!”,,.,,,,EOS,,p,w_p_pre,,,
snapped,,Harry’s,,,Harry,BOS,,,,,,
Ron,,,’,,,,,,,,,
.,,,s,,,,,,,,,
“,,knees,,,,,,,,,,
You,,were,,,,,,,,,,
’,,trembling,,,,,,,,,,
ve,,.,,,,EOS,,p,w_p_pre,,,
got,,What,,,,BOS,,,,,,
to,,if,,,,,,,,,,
make,,they,,,,,,,,,,
some,,lost,,,,,,,,,,
sacrifices,,?,,,,EOS,,p,w_p_pre,,,
!,,“,,,,BOS,,p,w_p_fol,,,
I,,Harry,,,,,,,,,,
make,,—,,,,,,p,w_p_pre,,,
my,,move,,,,,,,,,,
move,,diagonally,,,,,,,,,,
and,,four,,,,,,,,,,
she,,squares,,,,,,,,,,
’,,to,,,,,,,,,,
ll,,the,,,,,,,,,,
take,,right,,,,,,,,,,
me,,.,,,.”,,,p,w_p_pre,,,
—,,”,,add,,EOS,EOP,p,w_p_pre,,,
that,,Their,,,,BOS,BOP,,,,,
leaves,,first,,,,,,,,,,
you,,real,,,,,,,,,,
free,,shock,,,,,,,,,,
to,,came,,,,,,,,,,
checkmate,,when,,,,,,,,,,
the,,their,,,,,,,,,,
king,,other,,,,,,,,,,
",",,knight,,,,,,,,,,
Hany,,was,,,,,,,,,,
!”,,taken,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
But,,The,,,,BOS,,,,,,
—”,,white,,,,,,,,,,
“,,queen,,,,,,,,,,
Do,,smashed,,,,,,,,,,
you,,him,,,,,,,,,,
want,,to,,,,,,,,,,
to,,the,,,,,,,,,,
stop,,floor,,,,,,,,,,
Snape,,and,,,,,,,,,,
or,,dragged,,,,,,,,,,
not,,him,,,,,,,,,,
?”,,off,,,,,,,,,,
“,,the,,,,,,,,,,
Ron,,board,,,,,,,,,,
—,,",",,,,,,p,w_p_pre,,,
”,,where,,,,,,,,,,
“,,he,,,,,,,,,,
Look,,lay,,,,,,,,,,
",",,quite,,,,,,,,,,
if,,still,,,,,,,,,,
you,,",",,,,,,p,w_p_pre,,,
don,,facedown,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
t,,“,,,,BOS,,p,w_p_fol,,,
hurry,,Had,,,,,,,,,,
up,,to,,,,,,,,,,
",",,let,,,,,,,,,,
he,,that,,,,,,,,,,
’,,happen,,,,,,,,,,
ll,,",",,,",”",,,p,w_p_pre,,,
already,,”,,add,,,,p,w_p_pre,,,
have,,said,,,,,,,,,,
the,,Ron,,,,,,,,,,
Stone,,",",,,,,,p,w_p_pre,,,
!”,,looking,,,,,,,,,,
There,,shaken,,,,,,,,,,
was,,.,,,,EOS,,p,w_p_pre,,,
no,,“,,,,BOS,,p,w_p_fol,,,
alternative,,Leaves,,,,,,,,,,
.,,you,,,,,,,,,,
“,,free,,,,,,,,,,
Ready,,to,,,,,,,,,,
?”,,take,,,,,,,,,,
Ron,,that,,,,,,,,,,
called,,bishop,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
his,,Hermione,,,Hennione,,,,,,,
face,,",",,,,,,p,w_p_pre,,,
pale,,go,,,,,,,,,,
but,,on,,,,,,,,,,
detennined,,.,,,.”,,,p,w_p_pre,,,
.,,”,,add,,EOS,,p,w_p_pre,,,
“,,Every,,,,BOS,,,,,,
Here,,time,,,,,,,,,,
I,,one,,,,,,,,,,
go,,of,,,,,,,,,,
—,,their,,,,,,,,,,
now,,men,,,,,,,,,,
",",,was,,,,,,,,,,
don,,lost,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
t,,the,,,,,,,,,,
hang,,white,,,,,,,,,,
around,,pieces,,,,,,,,,,
once,,showed,,,,,,,,,,
you,,no,,,,,,,,,,
’,,mercy,,,,,,,,,,
ve,,.,,,,EOS,,p,w_p_pre,,,
won,,Soon,,,,BOS,,,,,,
.”,,there,,,,,,,,,,
He,,was,,,,,,,,,,
stepped,,a,,,,,,,,,,
forward,,huddle,,,,,,,,,,
",",,of,,,,,,,,,,
and,,limp,,,,,,,,,,
the,,black,,,,,,,,,,
white,,players,,,,,,,,,,
queen,,slumped,,,,,,,,,,
pounced,,along,,,,,,,,,,
.,,the,,,,,,,,,,
She,,wall,,,,,,,,,,
struck,,.,,,,EOS,,p,w_p_pre,,,
Ron,,Twice,,,,BOS,,,,,,
hard,,",",,,,,,p,w_p_pre,,,
